chapter,div_no,div_name,code,descrip,nchs113,nchsti,type
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,466,Acute bronchitis and bronchiolitis,466.0,Acute bronchitis,68,Acute bronchitis and bronchiolitis,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,466,Acute bronchitis and bronchiolitis,466.1,Acute bronchiolitis,68,Acute bronchitis and bronchiolitis,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,471,Nasal polyps,471.0,Polyp of nasal cavity,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,471,Nasal polyps,471.1,Polypoid sinus degeneration,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,471,Nasal polyps,471.8,Other polyp of sinus,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,471,Nasal polyps,471.9,Unspecified,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,472,Chronic pharyngitis and nasopharyngitis,472.0,Chronic rhinitis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,472,Chronic pharyngitis and nasopharyngitis,472.1,Chronic pharyngitis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,472,Chronic pharyngitis and nasopharyngitis,472.2,Chronic nasopharyngitis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,473,Chronic sinusitis,473.0,Maxillary,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,473,Chronic sinusitis,473.1,Frontal,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,473,Chronic sinusitis,473.2,Ethmoidal,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,473,Chronic sinusitis,473.3,Sphenoidal,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,473,Chronic sinusitis,473.8,Other,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,473,Chronic sinusitis,473.9,Unspecified,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,474,Chronic disease of tonsils and adenoids,474.0,Chronic tonsillitis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,474,Chronic disease of tonsils and adenoids,474.1,Hypertrophy of tonsils and adenoids,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,474,Chronic disease of tonsils and adenoids,474.2,Adenoid vegetations,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,474,Chronic disease of tonsils and adenoids,474.8,Other chronic disease of tonsils and adenoids,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,474,Chronic disease of tonsils and adenoids,474.9,Unspecified,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,476,Chronic laryngitis and laryngotracheitis,476.0,Chronic laryngitis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,476,Chronic laryngitis and laryngotracheitis,476.1,Chronic laryngotracheitis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,477,Allergic rhinitis,477.0,Due to pollen,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,477,Allergic rhinitis,477.8,Due to other allergen,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,477,Allergic rhinitis,477.9,Cause unspecified,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,478,Other diseases of upper respiratory tract,478.0,Hypertrophy of nasal turbinates,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,478,Other diseases of upper respiratory tract,478.1,Other diseases of nasal cavity and sinuses,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,478,Other diseases of upper respiratory tract,478.2,"Other diseases of pharynx, not elsewhere classified",76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,478,Other diseases of upper respiratory tract,478.3,Paralysis of vocal cords or larynx,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,478,Other diseases of upper respiratory tract,478.4,Polyp of vocal cord or larynx,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,478,Other diseases of upper respiratory tract,478.5,Other diseases of vocal cords,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,478,Other diseases of upper respiratory tract,478.6,Edema of larynx,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,478,Other diseases of upper respiratory tract,478.7,"Other diseases of larynx, not elsewhere classified",76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,478,Other diseases of upper respiratory tract,478.8,"Upper respiratory tract hypersensitivity reaction, site unspecified",76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,478,Other diseases of upper respiratory tract,478.9,Other and unspecified diseases of upper respiratory tract,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,480,Viral pneumonia,480.0,Pneumonia due to adenovirus,67,Pneumonia,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,480,Viral pneumonia,480.1,Pneumonia due to respiratory syncytial virus,67,Pneumonia,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,480,Viral pneumonia,480.2,Pneumonia due to parainfluenza virus,67,Pneumonia,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,480,Viral pneumonia,480.8,"Pneumonia due to other virus, not elsewhere classified",67,Pneumonia,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,480,Viral pneumonia,480.9,"Viral pneumonia, unspecified",67,Pneumonia,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,482,Other bacterial pneumonia,482.0,Pneumonia due to Klebsiella pneumoniae,67,Pneumonia,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,482,Other bacterial pneumonia,482.1,Pneumonia due to Pseudomonas,67,Pneumonia,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,482,Other bacterial pneumonia,482.2,Pneumonia due to Hemophilus influenzae [H. influenzae],67,Pneumonia,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,482,Other bacterial pneumonia,482.3,Pneumonia due to Streptococcus,67,Pneumonia,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,482,Other bacterial pneumonia,482.4,Pneumonia due to Staphylococcus,67,Pneumonia,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,482,Other bacterial pneumonia,482.8,Pneumonia due to other specified bacteria,67,Pneumonia,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,482,Other bacterial pneumonia,482.9,"Bacterial pneumonia, unspecified",67,Pneumonia,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,487,Influenza,487.0,With pneumonia,66,Influenza,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,487,Influenza,487.1,With other respiratory manifestations,66,Influenza,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,487,Influenza,487.8,With other manifestations,66,Influenza,Acute
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,491,Chronic bronchitis,491.0,Simple chronic bronchitis,70,"Bronchitis, chronic and unspecified",Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,491,Chronic bronchitis,491.1,Mucopurulent chronic bronchitis,70,"Bronchitis, chronic and unspecified",Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,491,Chronic bronchitis,491.2,Obstructive chronic bronchitis,70,"Bronchitis, chronic and unspecified",Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,491,Chronic bronchitis,491.8,Other chronic bronchitis,70,"Bronchitis, chronic and unspecified",Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,491,Chronic bronchitis,491.9,Unspecified,70,"Bronchitis, chronic and unspecified",Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,493,Asthma,493.0,Extrinsic asthma,72,Asthma,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,493,Asthma,493.1,Intrinsic asthma,72,Asthma,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,493,Asthma,493.9,"Asthma, unspecified",72,Asthma,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,495,Extrinsic allergic alveolitis,495.0,Farmers' lung,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,495,Extrinsic allergic alveolitis,495.1,Bagassosis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,495,Extrinsic allergic alveolitis,495.2,Bird-fanciers' lung,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,495,Extrinsic allergic alveolitis,495.3,Suberosis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,495,Extrinsic allergic alveolitis,495.4,Malt workers' lung,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,495,Extrinsic allergic alveolitis,495.5,Mushroom workers' lung,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,495,Extrinsic allergic alveolitis,495.6,Maple bark-strippers' lung,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,495,Extrinsic allergic alveolitis,495.7,"""Ventilation"" pneumonitis",76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,495,Extrinsic allergic alveolitis,495.8,Other allergic pneumonitis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,495,Extrinsic allergic alveolitis,495.9,Unspecified allergic alveolitis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,506,Respiratory conditions due to chemical fumes and vapors,506.0,Bronchitis and pneumonitis due to fumes and vapors,74,Pneumoconioses and chemical effects,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,506,Respiratory conditions due to chemical fumes and vapors,506.1,Acute pulmonary edema due to fumes and vapors,74,Pneumoconioses and chemical effects,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,506,Respiratory conditions due to chemical fumes and vapors,506.2,Upper respiratory inflammation due to fumes and vapors,74,Pneumoconioses and chemical effects,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,506,Respiratory conditions due to chemical fumes and vapors,506.3,Other acute and subacute respiratory conditions due to fumes and,74,Pneumoconioses and chemical effects,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,506,Respiratory conditions due to chemical fumes and vapors,506.4,Chronic respiratory conditions due to fumes and vapors,74,Pneumoconioses and chemical effects,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,506,Respiratory conditions due to chemical fumes and vapors,506.9,Unspecified,74,Pneumoconioses and chemical effects,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,507,Pneumonitis due to solids and liquids,507.0,Due to inhalation of food or vomit,75,Pneumonitis due to solids and liquids,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,507,Pneumonitis due to solids and liquids,507.1,Due to inhalation of oils and essences,75,Pneumonitis due to solids and liquids,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,507,Pneumonitis due to solids and liquids,507.8,Other,75,Pneumonitis due to solids and liquids,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,508,Respiratory conditions due to other and unspecified external agents,508.0,Acute pulmonary manifestations due to radiation,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,508,Respiratory conditions due to other and unspecified external agents,508.1,Chronic and other pulmonary manifestations due to radiation,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,508,Respiratory conditions due to other and unspecified external agents,508.8,Other,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,508,Respiratory conditions due to other and unspecified external agents,508.9,Unspecified,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,510,Empyema,510.0,With fistula,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,510,Empyema,510.9,Without mention of fistula,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,511,Pleurisy,511.0,Without mention of effusion or current tuberculosis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,511,Pleurisy,511.1,"With effusion, with mention of a bacterial cause other than",76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,511,Pleurisy,511.8,"Other specified forms of effusion, except tuberculous",76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,511,Pleurisy,511.9,Unspecified pleural effusion,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,513,Abscess of lung and mediastinum,513.0,Abscess of lung,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,513,Abscess of lung and mediastinum,513.1,Abscess of mediastinum,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,516,Other alveolar and parietoalveolar pneumonopathy,516.0,Pulmonary alveolar proteinosis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,516,Other alveolar and parietoalveolar pneumonopathy,516.2,Pulmonary alveolar microlithiasis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,516,Other alveolar and parietoalveolar pneumonopathy,516.3,Idiopathic fibrosing alveolitis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,516,Other alveolar and parietoalveolar pneumonopathy,516.8,Other,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,516,Other alveolar and parietoalveolar pneumonopathy,516.9,Unspecified,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,518,Other diseases of lung,518.0,Pulmonary collapse,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,518,Other diseases of lung,518.1,Interstitial emphysema,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,518,Other diseases of lung,518.2,Compensatory emphysema,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,518,Other diseases of lung,518.3,Pulmonary eosinophilia,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,518,Other diseases of lung,518.4,"Acute edema of lung, unspecified",76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,518,Other diseases of lung,518.5,Pulmonary insufficiency following trauma and surgery,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,518,Other diseases of lung,518.8,"Other diseases of lung, not elsewhere classified",76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,519,Other diseases of respiratory system,519.0,Tracheostomy malfunction,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,519,Other diseases of respiratory system,519.1,"Other diseases of trachea and bronchus, not elsewhere classified",76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,519,Other diseases of respiratory system,519.2,Mediastinitis,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,519,Other diseases of respiratory system,519.3,"Other diseases of mediastinum, not elsewhere classified",76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,519,Other diseases of respiratory system,519.4,Disorders of diaphragm,76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,519,Other diseases of respiratory system,519.8,"Other diseases of respiratory system, not elsewhere classified",76,Other diseases of respiratory system,Chronic
VIII.  DISEASES OF THE RESPIRATORY SYSTEM,519,Other diseases of respiratory system,519.9,Unspecified,76,Other diseases of respiratory system,Chronic
IX.  DISEASES OF THE DIGESTIVE SYSTEM,520,Disorders of tooth development and eruption,520.0,Anodontia,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,520,Disorders of tooth development and eruption,520.1,Supernumerary teeth,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,520,Disorders of tooth development and eruption,520.2,Abnormalities of size and form,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,520,Disorders of tooth development and eruption,520.3,Mottled teeth,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,520,Disorders of tooth development and eruption,520.4,Disturbances of tooth formation,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,520,Disorders of tooth development and eruption,520.5,"Hereditary disturbances in tooth structure, not elsewhere classified",95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,520,Disorders of tooth development and eruption,520.6,Disturbances in tooth eruption,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,520,Disorders of tooth development and eruption,520.7,Teething syndrome,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,520,Disorders of tooth development and eruption,520.8,Other disorders of tooth development,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,520,Disorders of tooth development and eruption,520.9,Unspecified,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,521,Diseases of hard tissues of teeth,521.0,Dental caries,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,521,Diseases of hard tissues of teeth,521.1,Excessive attrition,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,521,Diseases of hard tissues of teeth,521.2,Abrasion,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,521,Diseases of hard tissues of teeth,521.3,Erosion,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,521,Diseases of hard tissues of teeth,521.4,Pathological resorption,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,521,Diseases of hard tissues of teeth,521.5,Hypercementosis,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,521,Diseases of hard tissues of teeth,521.6,Ankylosis of teeth,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,521,Diseases of hard tissues of teeth,521.7,Posteruptive color changes,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,521,Diseases of hard tissues of teeth,521.8,Other diseases of hard tissues of teeth,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,521,Diseases of hard tissues of teeth,521.9,Unspecified,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,522,Diseases of pulp and periapical tissues,522.0,Pulpitis,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,522,Diseases of pulp and periapical tissues,522.1,Necrosis of the pulp,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,522,Diseases of pulp and periapical tissues,522.2,Pulp degeneration,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,522,Diseases of pulp and periapical tissues,522.3,Abnormal hard tissue formation in pulp,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,522,Diseases of pulp and periapical tissues,522.4,Acute apical periodontitis of pulpal origin,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,522,Diseases of pulp and periapical tissues,522.5,Periapical abscess without sinus,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,522,Diseases of pulp and periapical tissues,522.6,Chronic apical periodontitis,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,522,Diseases of pulp and periapical tissues,522.7,Periapical abscess with sinus,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,522,Diseases of pulp and periapical tissues,522.8,Radicular cyst,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,522,Diseases of pulp and periapical tissues,522.9,Other and unspecified,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,523,Gingival and periodontal diseases,523.0,Acute gingivitis,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,523,Gingival and periodontal diseases,523.1,Chronic gingivitis,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,523,Gingival and periodontal diseases,523.2,Gingival recession,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,523,Gingival and periodontal diseases,523.3,Acute periodontitis,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,523,Gingival and periodontal diseases,523.4,Chronic periodontitis,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,523,Gingival and periodontal diseases,523.5,Periodontosis,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,523,Gingival and periodontal diseases,523.6,Accretions on teeth,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,523,Gingival and periodontal diseases,523.8,Other periodontal diseases,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,523,Gingival and periodontal diseases,523.9,Unspecified,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,524,"Dentofacial anomalies, including malocclusion",524.0,Major anomalies of jaw size,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,524,"Dentofacial anomalies, including malocclusion",524.1,Anomalies of relationship of jaw to cranial base,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,524,"Dentofacial anomalies, including malocclusion",524.2,Anomalies of dental arch relationship,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,524,"Dentofacial anomalies, including malocclusion",524.3,Anomalies of tooth position,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,524,"Dentofacial anomalies, including malocclusion",524.4,"Malocclusion, unspecified",95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,524,"Dentofacial anomalies, including malocclusion",524.5,Dentofacial functional abnormalities,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,524,"Dentofacial anomalies, including malocclusion",524.6,Temporomandibular joint disorders,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,524,"Dentofacial anomalies, including malocclusion",524.8,Other dentofacial anomalies,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,524,"Dentofacial anomalies, including malocclusion",524.9,Unspecified,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,525,Other diseases and conditions of the teeth and supporting structures,525.0,Exfoliation of teeth due to systemic causes,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,525,Other diseases and conditions of the teeth and supporting structures,525.1,"Loss of teeth due to accident, extraction, or local periodontal",95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,525,Other diseases and conditions of the teeth and supporting structures,525.2,Atrophy of edentulous alveolar ridge,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,525,Other diseases and conditions of the teeth and supporting structures,525.3,Retained dental root,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,525,Other diseases and conditions of the teeth and supporting structures,525.8,Other,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,525,Other diseases and conditions of the teeth and supporting structures,525.9,Unspecified,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,526,Diseases of the jaws,526.0,Developmental odontogenic cysts,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,526,Diseases of the jaws,526.1,Fissural cysts of jaw,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,526,Diseases of the jaws,526.2,Other cysts of jaws,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,526,Diseases of the jaws,526.3,Central giant cell (reparative) granuloma,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,526,Diseases of the jaws,526.4,Inflammatory conditions,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,526,Diseases of the jaws,526.5,Alveolitis of jaw,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,526,Diseases of the jaws,526.6,Other diseases of the jaws,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,526,Diseases of the jaws,526.9,Unspecified,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,527,Diseases of the salivary glands,527.0,Atrophy,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,527,Diseases of the salivary glands,527.1,Hypertrophy,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,527,Diseases of the salivary glands,527.2,Sialoadenitis,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,527,Diseases of the salivary glands,527.3,Abscess,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,527,Diseases of the salivary glands,527.4,Fistula,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,527,Diseases of the salivary glands,527.5,Sialolithiasis,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,527,Diseases of the salivary glands,527.6,Mucocele,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,527,Diseases of the salivary glands,527.7,Disturbance of salivary secretion,95,All other diseases (Residual),Residual
IX.  DISEASES OF THE DIGESTIVE SYSTEM,527,Diseases of the salivary glands,527.8,Other,95,All other diseases (Residual),Residual
