chapter,div_nos,div_name,code,descrip,year_add,year_del,mc_only
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P23.5,Congenital pneumonia due to Pseudomonas,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P23.6,Congenital pneumonia due to other bacterial agents,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P23.8,Congenital pneumonia due to other organisms,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P23.9,"""Congenital pneumonia, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P24.0,Neonatal aspiration of meconium,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P24.1,Neonatal aspiration of amniotic fluid and mucus,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P24.2,Neonatal aspiration of blood,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P24.3,Neonatal aspiration of milk and regurgitated food,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P24.8,Other neonatal aspiration syndromes,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P24.9,"""Neonatal aspiration syndrome, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P25.0,Interstitial emphysema originating in the perinatal period,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P25.1,Pneumothorax originating in the perinatal period,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P25.2,Pneumomediastinum originating in the perinatal period,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P25.3,Pneumopericardium originating in the perinatal period,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P25.8,Other conditions related to interstitial emphysema originating in the perinatal period,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P26.0,Tracheobronchial hemorrhage originating in the perinatal period,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P26.1,Massive pulmonary hemorrhage originating in the perinatal period,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P26.8,Other pulmonary hemorrhages originating in the perinatal period,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P26.9,Unspecified pulmonary hemorrhage originating in the perinatal period,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P27.0,Wilson-Mikity syndrome,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P27.1,Bronchopulmonary dysplasia originating in the perinatal period,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P27.8,Other chronic respiratory diseases originating in the perinatal period,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P27.9,Unspecified chronic respiratory disease originating in the perinatal period,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P28.0,Primary atelectasis of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P28.1,Other and unspecified atelectasis of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P28.2,Cyanotic attacks of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P28.3,Primary sleep apnea of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P28.4,Other apnea of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P28.5,Respiratory failure of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P28.8,Other specified respiratory conditions of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P28.9,"""Respiratory condition of newborn, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P29.0,Neonatal cardiac failure,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P29.1,Neonatal cardiac dysrhythmia,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P29.2,Neonatal hypertension,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P29.3,Persistent fetal circulation,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P29.4,Transient myocardial ischemia of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P29.8,Other cardiovascular disorders originating in the perinatal period,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P20-P29,Respiratory and cardiovascular disorders specific to the perinatal period,P29.9,"""Cardiovascular disorder originating in the perinatal period, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P35.0,Congenital rubella syndrome,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P35.1,Congenital cytomegalovirus infection,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P35.2,Congenital herpesviral [herpes simplex] infection,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P35.3,Congenital viral hepatitis,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P35.8,Other congenital viral diseases,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P35.9,"""Congenital viral disease, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P36.0,"""Sepsis of newborn due to streptococcus, group B""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P36.1,Sepsis of newborn due to other and unspecified streptococci,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P36.2,Sepsis of newborn due to Staphylococcus aureus,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P36.3,Sepsis of newborn due to other and unspecified staphylococci,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P36.4,Sepsis of newborn due to Escherichia coli,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P36.5,Sepsis of newborn due to anaerobes,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P36.8,Other bacterial sepsis of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P36.9,"""Bacterial sepsis of newborn, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P37.0,Congenital tuberculosis,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P37.1,Congenital toxoplasmosis,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P37.2,Neonatal (disseminated) listeriosis,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P37.3,Congenital falciparum malaria,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P37.4,Other congenital malaria,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P37.5,Neonatal candidiasis,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P37.8,Other specified congenital infectious and parasitic diseases,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P37.9,"""Congenital infectious or parasitic disease, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P39.0,Neonatal infective mastitis,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P39.1,Neonatal conjunctivitis and dacryocystitis,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P39.2,"""Intra-amniotic infection of fetus, not elsewhere classified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P39.3,Neonatal urinary tract infection,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P39.4,Neonatal skin infection,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P39.8,Other specified infections specific to the perinatal period,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P35-P39,Infections specific to the perinatal period,P39.9,"""Infection specific to the perinatal period, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P50.0,Fetal blood loss from vasa previa,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P50.1,Fetal blood loss from ruptured cord,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P50.2,Fetal blood loss from placenta,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P50.3,Hemorrhage into co-twin,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P50.4,Hemorrhage into maternal circulation,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P50.5,Fetal blood loss from cut end of co-twin's cord,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P50.8,Other fetal blood loss,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P50.9,"""Fetal blood loss, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P51.0,Massive umbilical hemorrhage of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P51.8,Other umbilical hemorrhages of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P51.9,"""Umbilical hemorrhage of newborn, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P52.0,"""Intraventricular (nontraumatic) hemorrhage, grade 1, of newborn""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P52.1,"""Intraventricular (nontraumatic) hemorrhage, grade 2, of newborn""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P52.2,"""Intraventricular (nontraumatic) hemorrhage, grade 3, of newborn""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P52.3,Unspecified intraventricular (nontraumatic) hemorrhage of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P52.4,Intracerebral (nontraumatic) hemorrhage of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P52.5,Subarachnoid (nontraumatic) hemorrhage of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P52.6,Cerebellar (nontraumatic) and posterior fossa hemorrhage of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P52.8,Other intracranial (nontraumatic) hemorrhages of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P52.9,"""Intracranial (nontraumatic) hemorrhage of newborn, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P54.0,Neonatal hematemesis,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P54.1,Neonatal melena,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P54.2,Neonatal rectal hemorrhage,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P54.3,Other neonatal gastrointestinal hemorrhage,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P54.4,Neonatal adrenal hemorrhage,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P54.5,Neonatal cutaneous hemorrhage,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P54.6,Neonatal vaginal hemorrhage,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P54.8,Other specified neonatal hemorrhages,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P54.9,"""Neonatal hemorrhage, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P55.0,Rh isoimmunization of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P55.1,ABO isoimmunization of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P55.8,Other hemolytic diseases of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P55.9,"""Hemolytic disease of newborn, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P56.0,Hydrops fetalis due to isoimmunization,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P56.9,Hydrops fetalis due to other and unspecified hemolytic disease,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P57.0,Kernicterus due to isoimmunization,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P57.8,Other specified kernicterus,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P57.9,"""Kernicterus, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P58.0,Neonatal jaundice due to bruising,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P58.1,Neonatal jaundice due to bleeding,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P58.2,Neonatal jaundice due to infection,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P58.3,Neonatal jaundice due to polycythemia,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P58.4,Neonatal jaundice due to drugs or toxins transmitted from mother or given to newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P58.5,Neonatal jaundice due to swallowed maternal blood,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P58.8,Neonatal jaundice due to other specified excessive hemolysis,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P58.9,"""Neonatal jaundice due to excessive hemolysis, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P59.0,Neonatal jaundice associated with preterm delivery,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P59.1,Inspissated bile syndrome,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P59.2,Neonatal jaundice from other and unspecified hepatocellular damage,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P59.3,Neonatal jaundice from breast milk inhibitor,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P59.8,Neonatal jaundice from other specified causes,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P59.9,"""Neonatal jaundice, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P61.0,Transient neonatal thrombocytopenia,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P61.1,Polycythemia neonatorum,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P61.2,Anemia of prematurity,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P61.3,Congenital anemia from fetal blood loss,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P61.4,"""Other congenital anemias, not elsewhere classified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P61.5,Transient neonatal neutropenia,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P61.6,Other transient neonatal disorders of coagulation,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P61.8,Other specified perinatal hematological disorders,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P50-P61,Hemorrhagic and hematological disorders of fetus and newborn,P61.9,"""Perinatal hematological disorder, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P70.0,Syndrome of infant of mother with gestational diabetes,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P70.1,Syndrome of infant of a diabetic mother,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P70.2,Neonatal diabetes mellitus,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P70.3,Iatrogenic neonatal hypoglycemia,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P70.4,Other neonatal hypoglycemia,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P70.8,Other transitory disorders of carbohydrate metabolism of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P70.9,"""Transitory disorder of carbohydrate metabolism of newborn, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P71.0,Cow's milk hypocalcemia in newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P71.1,Other neonatal hypocalcemia,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P71.2,Neonatal hypomagnesemia,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P71.3,Neonatal tetany without calcium or magnesium deficiency,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P71.4,Transitory neonatal hypoparathyroidism,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P71.8,Other transitory neonatal disorders of calcium and magnesium metabolism,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P71.9,"""Transitory neonatal disorder of calcium and magnesium metabolism, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P72.0,"""Neonatal goiter, not elsewhere classified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P72.1,Transitory neonatal hyperthyroidism,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P72.2,"""Other transitory neonatal disorders of thyroid function, not elsewhere classified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P72.8,Other specified transitory neonatal endocrine disorders,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P72.9,"""Transitory neonatal endocrine disorder, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P74.0,Late metabolic acidosis of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P74.1,Dehydration of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P74.2,Disturbances of sodium balance of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P74.3,Disturbances of potassium balance of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P74.4,Other transitory electrolyte disturbances of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P74.5,Transitory tyrosinemia of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P74.8,Other transitory metabolic disturbances of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P70-P74,Transitory endocrine and metabolic disorders specific to newborn,P74.9,"""Transitory metabolic disturbance of newborn, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P76-P78,Digestive system disorders of newborn,P76.0,Meconium plug syndrome,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P76-P78,Digestive system disorders of newborn,P76.1,Transitory ileus of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P76-P78,Digestive system disorders of newborn,P76.2,Intestinal obstruction due to inspissated milk,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P76-P78,Digestive system disorders of newborn,P76.8,Other specified intestinal obstruction of newborn,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P76-P78,Digestive system disorders of newborn,P76.9,"""Intestinal obstruction of newborn, unspecified""",1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P76-P78,Digestive system disorders of newborn,P78.0,Perinatal intestinal perforation,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P76-P78,Digestive system disorders of newborn,P78.1,Other neonatal peritonitis,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P76-P78,Digestive system disorders of newborn,P78.2,Neonatal hematemesis and melena due to swallowed maternal blood,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P76-P78,Digestive system disorders of newborn,P78.3,Noninfective neonatal diarrhea,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P76-P78,Digestive system disorders of newborn,P78.8,Other specified perinatal digestive system disorders,1999,0,0
P00-P96	XVI. Certain conditions originating in the perinatal period,P76-P78,Digestive system disorders of newborn,P78.9,"""Perinatal digestive system disorder, unspecified""",1999,0,0
